area_code,plan,n_sms,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,customer_service_calls,customer_service_rating,customer_hapiness,churn
2.0,1.0,349,804.0470355037411,173,50.61065767825498,647.6124627921188,0,42.75819591118096,176.00096710907982,44,20.602367802998145,0,10,0.3095674334271919,0
4.0,3.0,75,861.2381507144136,121,36.78263856414618,586.6607309884515,183,28.558647936870003,134.00493361481534,30,18.366743637292487,16,6,0.4807556039350931,0
7.0,1.0,433,232.15762008423516,168,31.21617209150735,569.782684325422,117,33.90202016406971,184.90031456261644,60,57.14596458075173,11,8,0.5710525511162199,0
9.0,1.0,128,1127.1781938317615,172,59.98409036876357,483.35188119310766,177,49.13990299046796,153.9199555148639,69,0.0,63,6,0.6931675279441548,1
2.0,1.0,385,1010.5271164063722,135,47.024700574878864,505.3155400460713,164,31.355554900848503,236.22878763810715,39,18.852042221543574,35,4,0.4209210863391335,1
3.0,2.0,347,1152.9263414893196,206,45.8747289908456,553.9607947493157,215,35.0176658128114,316.03686543272823,58,38.0276000028369,2,6,0.6644136670678316,0
8.0,2.0,121,781.2036480616101,210,48.60302650933088,834.8804376548065,35,22.5308803682653,111.90888748736072,40,20.17086809595402,6,8,0.5102727390477376,0
2.0,2.0,252,1033.482820164397,201,25.402961303970745,660.6948035432899,160,30.04867594944773,197.50006576214685,72,0.0,0,7,0.417826492321529,0
6.0,3.0,434,227.36493114664,107,44.44913605300231,587.3924265717128,216,32.98793037388265,190.70655212862764,76,30.21966215922896,0,9,0.8443939229017543,0
2.0,1.0,419,1079.6220279143374,46,34.531985459914786,318.63715672580145,150,16.844560469642275,180.9758047939449,48,0.0,30,10,0.4306137932879256,0
9.0,3.0,287,853.1974302529333,60,30.94475590460478,497.93814398574887,79,29.406697344236647,144.90006016282578,15,0.0,0,10,0.0842295931110234,0
8.0,2.0,563,1227.9285667756249,89,50.91362290569663,377.3846698408678,148,31.00084943316192,210.80453900967217,70,0.0,48,7,0.7604704775895367,0
7.0,1.0,434,1419.690396018473,116,43.15757602940517,842.6957296826997,202,27.80724272667349,152.43306645677055,50,12.665469362469851,0,10,0.7564226234281299,0
4.0,1.0,157,655.4342723448067,0,36.98184869162164,625.4969569006809,92,19.167874346384288,265.1474286858956,24,0.2141251623443363,22,6,0.4821535465227169,0
1.0,2.0,397,1161.5696317644029,154,34.239668334109886,335.7708946127431,174,42.5642204056747,234.02859179087093,78,0.0,0,8,0.1793185486652968,0
3.0,2.0,338,888.0574394511198,235,49.3043336406728,839.4809099892044,22,23.26494412291672,195.11820297325335,16,18.52171023616029,0,6,0.8289270307632912,0
2.0,2.0,228,675.4993837874124,197,50.63486252977237,438.344274897197,127,37.221902767877374,269.78454734114314,25,9.232275100479416,0,6,0.0058276521280229,0
6.0,1.0,349,1289.3341520905876,183,47.42635829636738,840.9781559915973,214,34.19268274047224,163.4638558958728,57,10.637305683844986,10,7,0.5057872933830284,0
9.0,1.0,134,850.322821778582,166,35.377143877682386,597.1916932910383,152,25.85992297706604,241.71662862871665,82,16.85258671626969,0,10,0.8937168630465552,0
9.0,2.0,607,856.676749342765,282,22.454706341758897,647.3238499643082,277,29.089318913858268,263.1898600131802,45,2.2014253490632223,32,9,0.2720947648743995,0
7.0,3.0,280,480.1436958701776,157,51.51663757631736,543.8714161491798,108,34.987017826647865,224.544730932418,84,51.69761715345393,20,6,0.9756470603949556,0
8.0,3.0,0,1320.6427774539522,77,44.218277406876624,466.8252240717285,61,33.88132786154926,253.74820398610345,55,12.000216890780724,0,7,0.8488754806331142,0
5.0,2.0,811,765.1456658452296,201,39.483195200601095,579.5053893109971,188,41.26974377488623,171.2608370086023,89,27.560206332076785,0,8,0.0766497464086244,0
4.0,1.0,54,689.1262777675643,130,38.58529091610821,171.41544174877853,107,32.92166188986252,154.91973234371883,66,48.38990975316754,30,9,0.6696673035765063,0
9.0,1.0,244,561.0221743152384,119,39.88288727687917,549.288836787996,151,36.68708172761415,149.64219747734586,13,42.70198657010866,21,10,0.6949618392674499,0
4.0,3.0,290,519.2790761967843,185,24.78417001417265,942.95721494146,106,24.908423075586654,199.04662604752167,34,8.031410612475264,0,6,0.0835559969400497,0
2.0,2.0,488,1249.4672690260245,40,55.33209050207812,592.0118395728177,191,30.40428935630432,285.4807520423344,56,28.82251059721891,1,7,0.4954683624441481,0
5.0,1.0,414,899.3389860494788,122,26.98926166622241,584.0966542945204,76,44.2441390061495,282.7759678952243,79,9.991973287026932,50,5,0.8253136494735586,0
5.0,2.0,337,1419.2693537754544,241,53.6555694587547,676.7541032847831,143,36.3295274663243,240.38184515558075,59,21.90072513033973,0,9,0.6127205272181734,0
7.0,3.0,393,778.0261840437819,115,12.376818759713776,634.1560727639612,148,31.43183494380501,183.4703177787808,51,30.078954813709377,0,8,0.2363482458933747,0
8.0,3.0,286,554.4749220355823,80,71.13327787361519,618.5979420002152,26,25.57975901866338,242.6583861807116,75,6.56238443125528,15,7,0.4942930644828641,0
2.0,1.0,238,894.6746225896028,115,76.36776452639604,601.6994851020479,126,28.95364368677124,220.4415671711882,48,1.710098280152864,29,7,0.6266856315238117,0
5.0,2.0,6,783.7634248837413,153,51.58094895321568,534.039746977305,158,34.7322842669774,249.5886363555389,56,0.0,0,8,0.8225732855164083,0
4.0,3.0,226,926.396814486602,125,16.224565244816077,470.2972982892624,124,22.996977829772007,251.8007481873144,72,41.5431272582691,1,10,0.2271336045651807,0
2.0,2.0,140,1594.723962430885,193,35.252390201705595,660.5018651237299,20,23.213073934270017,326.9780159439944,49,5.602533200636581,0,6,0.5878472673979444,0
4.0,1.0,449,856.6138359258977,240,80.47461941906009,423.9086727071126,96,10.484039974246183,109.37755526035244,35,0.0,38,10,0.2090873527342677,0
8.0,1.0,565,694.1594300545723,168,52.838653114972686,604.0024835924039,100,23.052448028149204,308.1572914441816,40,23.225491878969205,0,5,0.1026992229222025,0
6.0,2.0,355,736.3714149712386,96,83.1988564531906,390.8576391550693,161,37.1810480767335,195.33509012001045,76,12.60287976399754,27,6,0.3636683324927831,0
5.0,3.0,548,637.4432304503646,144,17.187133653765088,545.5496324968918,114,30.73882368115228,232.998233920555,86,31.210198277496627,9,8,0.5876688466120773,0
8.0,1.0,202,798.5068038308748,119,35.01122695325324,841.9958018611273,152,34.52058040109502,65.58292575280608,53,31.56801621788568,0,7,0.2503562590968708,0
9.0,3.0,0,943.7857210737808,196,50.89227639914967,781.7989982363395,162,15.56843489669899,273.41635721974524,51,31.72659630831045,0,5,0.8814546299816268,0
9.0,1.0,395,1332.9523725659817,186,12.452547734395008,356.8119232122414,200,40.99160593833404,191.256716400204,58,0.0,0,4,0.9977192098230706,0
4.0,3.0,394,628.3261737840832,170,33.89368825952202,570.7343791179532,151,27.232560597265792,140.53090043172054,70,35.691572312461915,8,5,0.0127821067003954,0
3.0,3.0,228,1094.226736716777,163,39.6640821324334,654.6460225196822,135,30.88815713228783,207.51310282592576,70,0.0,0,6,0.9627538449312318,0
9.0,1.0,523,1598.164742204363,160,20.647359845369078,282.9371835291592,106,39.33810967323951,256.31371895634305,79,37.15133200769238,0,6,0.673443931074804,0
4.0,2.0,0,596.6985525028416,115,38.76132987720579,571.5624940849946,193,40.54009480241972,318.52071097571115,39,18.510209794717927,0,3,0.2327375831321392,0
5.0,3.0,237,1225.4483643234646,116,44.99190120148635,573.9907720642406,262,32.10315378761342,33.7034835988364,26,24.472114607160734,22,9,0.7298783147005133,0
3.0,2.0,81,1560.904839362406,196,36.22336904372181,610.4516854835821,262,41.17148753959044,225.8369176922435,74,0.0,55,3,0.9048439581025152,0
9.0,3.0,469,1063.051376841295,157,41.05081088381688,755.5292976105218,97,28.784617940901303,285.3058161744089,46,2.075719499257465,0,5,0.7546721059415881,0
7.0,2.0,222,574.5227968510995,64,38.24133108115125,423.5477983185738,125,33.188443300290324,251.2383468846711,54,15.87327636761296,0,7,0.4491570413735625,0
1.0,1.0,275,371.6958700129049,151,72.1348184212171,800.1157487823887,167,30.78506609634217,264.37706083156286,58,52.44916842628789,0,7,0.3420415104042443,0
3.0,3.0,492,980.2576210655365,200,38.44393668286626,499.6415882545396,123,44.28116269188477,224.25565836233528,58,2.558295902192794,37,6,0.5094229580843539,0
8.0,1.0,387,1274.7422237695707,145,28.449489518374502,420.4414731657968,174,28.64136488370003,255.6444744665852,103,0.0,0,10,0.8197338480589241,0
9.0,2.0,447,369.6482524307299,170,26.362290571677303,480.0573190612303,140,23.82605979605368,299.7883267437183,84,28.61478828748026,0,9,0.0820176648577027,0
6.0,2.0,0,757.7359066156642,99,36.901589983333935,483.3147738803613,54,37.79980403218075,280.7062026335553,44,18.45651830418865,21,8,0.660771482279064,0
9.0,1.0,83,766.6040700084862,34,29.832779961784944,479.8554247168814,227,26.52207473677699,225.83872064341497,50,0.0,11,5,0.7786740753570445,0
1.0,2.0,297,1229.4634856855605,271,56.491113095770295,500.36098324342686,165,18.278955089774968,199.40592356861333,78,24.665654305638263,0,7,0.1894292775700057,0
4.0,3.0,221,884.5771005777303,148,46.75075292975973,464.9667085403112,36,34.9191364756211,241.31535855127692,10,21.10227486405355,0,7,0.8342227444063122,0
7.0,1.0,337,1234.7487892969002,209,69.81535710218304,543.8698338466176,211,37.9318397264181,217.41815574121463,48,11.350664441128874,0,4,0.8128375347644895,0
2.0,1.0,553,1365.9178914306176,93,59.740775183269605,784.0313293235849,165,30.65560366596572,273.91041339298926,28,36.90912614929652,63,5,0.8612542715986715,0
4.0,1.0,108,876.1776173435318,225,53.07256973285836,734.8903063917301,215,17.03607410972072,151.5473157712178,68,20.970220361257116,4,7,0.1935865327313524,0
8.0,2.0,559,1082.24415511364,193,31.08917532996785,753.8872003985471,0,21.80743063074846,171.26397388168644,32,11.13019752971094,0,5,0.807173324619152,0
4.0,1.0,139,1102.4947626877668,180,53.85308177320744,933.294763533196,85,39.59875983167868,330.76340169714337,41,13.230493581779587,22,8,0.3298286218515954,0
1.0,2.0,715,1175.631144176472,225,54.36052237540391,430.45386963219937,151,25.17236396072219,201.6367532474869,72,0.0,34,7,0.3969402375882425,0
8.0,2.0,40,1111.235840588142,179,35.326510479772665,701.11664858175,81,24.481255557043973,192.8425928223053,48,33.71586620978418,0,10,0.4138370867255742,0
4.0,1.0,456,915.1384666997046,191,35.51954320014822,701.9140976677654,172,22.066527313535165,124.89421034996369,62,0.0,0,9,0.0431130973328991,0
7.0,1.0,289,675.0588011569349,148,51.28744546534433,582.6396169180297,195,28.55412132083729,254.0705761963044,59,12.56627520519902,12,8,0.6754415660566905,0
9.0,2.0,455,1031.9436926784508,275,55.273880201651615,556.1436746468842,165,33.21519848844272,261.1715145744106,69,52.654151673022255,0,7,0.0264763426460176,0
7.0,2.0,356,611.2924427537959,160,53.19154212914548,706.8556725564481,139,29.159090536222752,190.0810259646942,41,22.467564768481022,12,7,0.0587964109871597,0
9.0,3.0,129,1354.9997648238166,134,39.9909019949333,609.0822394261744,193,34.000647617827184,206.85096896843496,43,0.0,31,10,0.071055412637624,0
5.0,1.0,299,441.69893300096027,229,36.11011088732893,757.0013890304764,247,26.720132454674623,238.23031923424827,76,0.0,0,9,0.2077812720092395,0
9.0,2.0,319,1430.8932956343456,114,51.92196289106546,267.40551423922955,224,25.06810088817008,251.86404363034927,56,36.62155648213394,0,6,0.9287403712110172,0
4.0,1.0,277,772.1037355682618,54,37.63149275663338,452.1256118164283,227,23.140604776653625,224.48473131519043,77,43.39675751935079,23,5,0.1409966320886432,1
3.0,3.0,35,1167.1033360113931,90,44.33131913981005,836.2466700478462,195,40.122849988487225,218.787802295169,93,0.0,15,10,0.6065396310509579,0
2.0,3.0,733,1169.6157872305075,85,51.7490842597278,611.702821478771,129,23.179969869176556,244.1470988791312,63,4.676829653288441,31,10,0.2014634252339306,0
7.0,1.0,114,724.5721236529803,204,39.86103851773449,532.6454922691098,173,18.43086803669344,205.0522287790474,79,27.6675732924489,0,8,0.3604955353381129,0
6.0,1.0,562,708.8021738934474,0,67.26569629579436,627.8477881560079,124,33.24753332260877,220.90033473613715,56,0.0,32,9,0.0153849876966741,1
9.0,3.0,428,1148.2484224152236,160,50.44372306686041,306.6398045940176,219,27.30302324633794,210.46029566145955,50,4.678482193375607,1,8,0.5270715694983656,0
3.0,1.0,259,671.5478116826299,152,58.74560322584431,75.72993241172875,46,27.164712167400623,222.76017834757693,30,27.447500883108848,0,6,0.934132579765876,0
1.0,2.0,198,576.674053681749,163,44.101130815788686,626.125842563648,206,38.887564882626656,220.3578238638316,76,2.5631211397435494,13,7,0.0607821552613041,0
9.0,3.0,171,1209.897771268796,137,47.21871404367211,830.0919350991077,143,18.62859662648575,232.43769494772064,59,0.0,0,7,0.4926604359872194,0
9.0,3.0,94,928.7273680351606,75,63.95964376535574,1135.2915814695302,59,26.534680500926942,165.45323364917476,83,0.0,0,8,0.820779153742554,0
7.0,1.0,636,1446.5487253957565,120,44.8047093600244,842.4754754528374,54,9.998488692633126,203.32188744280435,57,24.384315772863594,0,9,0.3046879729348146,0
5.0,3.0,315,201.0016332587326,162,23.207105909789902,554.7728199726863,220,55.40215559235167,401.0082237408994,72,0.0,0,10,0.2729580516376292,0
5.0,1.0,481,229.45597092092447,79,25.304732292721106,463.8721905417908,199,38.147690001669794,320.0398058636259,93,39.43677245673689,0,6,0.3458519118884331,0
5.0,1.0,642,768.7271255172283,212,43.71021208420168,749.8356542510121,296,27.67711616045493,254.19197841086816,69,0.9057002716207992,19,10,0.0040352259902354,1
8.0,1.0,230,1187.8896486249453,236,54.17271155512229,673.5255186910271,5,25.23691143333952,163.5996663467062,45,0.1408908758281263,0,9,0.0714341825444029,0
1.0,3.0,550,1022.3780624196093,40,30.9816518361491,676.682456420786,100,47.72518146902724,294.3146521073647,63,39.08189560536245,0,6,0.3025616549131834,0
1.0,1.0,22,925.8285664394951,139,33.212023509039334,386.1503188585122,95,16.20416023595115,160.25920961321953,54,19.0875369113786,0,5,0.547017055684015,0
2.0,3.0,300,844.360023846369,156,69.46577925619191,1005.473827913004,155,33.65074622820163,191.47289399534267,43,55.29327278079688,19,5,0.4555032082434327,1
1.0,1.0,337,959.7527604759724,183,41.027863690690026,337.02412775196103,81,34.34957896870572,51.382346837216495,49,8.292116079047267,67,9,0.6397103672592134,1
9.0,1.0,282,1385.4813279705072,132,25.398742393722543,740.1009453984041,156,24.88469115385018,229.02690833429776,95,50.69741175705402,44,9,0.362494471538638,0
5.0,1.0,175,1545.7734591177305,177,38.181724337823766,302.52983500489137,165,26.667900979062367,207.48017580093355,97,0.0,3,7,0.5270040184960633,0
5.0,3.0,320,726.6310506242199,108,43.263358128855145,760.096117648595,263,24.50444423633349,137.6923797075311,64,0.0,22,7,0.671753223054404,0
4.0,1.0,76,746.5321288931713,182,43.50161806498932,400.8698112045891,141,42.38322501247676,298.25063786157347,39,0.0,3,7,0.4160962235080716,0
4.0,2.0,231,833.0354071206887,136,52.7504472626508,602.8591285742722,115,10.345695463002777,191.79183099697937,89,21.59425617831153,0,10,0.2805397415886034,0
8.0,2.0,455,640.5221776362289,49,54.37565962603959,455.74352098527686,167,21.222129423029408,57.59810903548161,74,32.88090012732612,0,5,0.2190452720350725,0
8.0,3.0,620,1089.0537747286053,98,58.06375268140276,894.3054746108916,169,24.79830737230126,191.58963056849515,37,22.908199032597736,0,9,0.5166132820589169,0
8.0,1.0,405,847.8774521504929,130,57.36091210308912,534.3383797307497,223,31.192944486818675,292.2907323360771,46,0.0,0,8,0.4110981955762604,0
3.0,3.0,615,738.3824689531359,128,34.044720302091264,406.8730344600581,77,44.51819820042714,81.2786438905893,57,25.08763534255604,0,8,0.7138289679780888,0
8.0,3.0,695,1110.1669450483098,174,19.8575333030405,522.7418960932831,181,34.371039306215394,240.31501505451243,73,0.0,0,8,0.0068259326339865,0
3.0,1.0,236,45.45236828264207,169,60.32620572271424,729.3178521917034,156,29.35158500576035,192.09774598623767,57,13.000371019765868,0,8,0.2264620439870684,0
9.0,1.0,144,667.8592418841308,195,51.425004317156215,565.8027530960428,120,15.485983309848242,246.83083100240455,65,80.50121916456355,54,7,0.0657082037449912,1
1.0,1.0,163,418.835271032825,119,44.678501842017695,486.3532473129701,245,25.62423856090204,301.6692151566283,51,49.09281155528457,0,8,0.5500114826366475,0
4.0,1.0,380,150.18167507064572,237,36.57489839021952,842.8387900374642,87,13.71341765303414,181.75378851371872,70,0.0,0,8,0.5400930702469111,0
5.0,1.0,345,1008.4743931591698,141,31.15326873164919,772.6109352618113,139,22.94678855908101,186.94305544828148,66,36.21630921144052,0,10,0.0266360865208478,0
9.0,1.0,404,1612.4482162581469,173,39.09986168145421,419.31648022988,156,16.438172101251396,206.42005556024424,35,36.96448505365742,0,6,0.1709762649414579,0
4.0,1.0,418,627.0984960406073,189,48.754017347138905,306.91547930908666,43,23.72111881415747,215.36702153925327,64,27.23565548728701,6,7,0.851092830326054,0
1.0,1.0,25,703.8261561141452,16,35.443441160344605,475.2244314736888,183,28.909437290727567,166.1044801842182,85,4.772583925245957,0,5,0.5560131247583076,0
2.0,3.0,208,1250.9166530802963,233,46.52489671282752,546.4723121033987,208,32.57361472910883,112.31973131640312,45,3.91970344063533,0,9,0.1970706385027969,0
6.0,1.0,273,761.1998428005035,128,4.713647492965971,71.69485145924868,179,27.490635494431903,56.68992692491176,68,47.79076919813331,27,8,0.6023787943334066,0
8.0,1.0,152,1033.2889224201397,251,59.82889236774104,392.8377056036821,29,22.13307326464728,208.2450509266561,5,15.243261433826351,0,9,0.7551045629107284,0
5.0,3.0,506,287.5168501273897,147,47.98661625855517,300.6691492841745,113,17.963309395334402,336.2827600268183,16,3.7829281851150727,0,9,0.9242980385485272,0
9.0,1.0,362,868.049678097034,227,49.41248442613815,1057.8074096042403,135,28.11536593731785,171.88423178546483,70,9.68400967626327,15,6,0.4710213221563842,0
1.0,3.0,441,1459.8087528448814,112,19.836410045563845,787.44996146906,129,26.0266563053618,207.2731087898713,48,0.0,0,6,0.5240960090020219,0
8.0,3.0,0,1312.1703248509311,159,52.12364949660825,501.0122523078148,188,37.982689851432944,248.9230058825454,53,37.00776045918376,8,8,0.0738454711182911,0
5.0,3.0,133,740.2305811442774,221,58.30208965760079,771.9711476124246,89,52.71503733137604,184.2571479958688,73,0.0,39,7,0.4993113363374325,0
8.0,3.0,404,1257.2944539445227,190,49.30239517464806,614.4346729173782,125,22.6345533856652,232.5181284316094,96,26.941887457516987,53,5,0.3049035773728259,1
1.0,3.0,355,833.908071872557,169,60.17009773466088,600.4228175715007,213,37.08427847674251,215.9868789032444,73,11.0670239010383,52,6,0.8791473236466407,0
1.0,1.0,417,912.8456114582992,178,40.04356393382405,677.2261435279108,165,22.77768625902541,144.70254922970014,54,32.85316353802769,0,7,0.9701379135783988,0
2.0,1.0,304,10.158157425055911,161,38.5818321031177,660.5046843308818,177,18.695789036156405,324.02888657617086,67,3.5691202268185083,26,10,0.054274461419563,0
9.0,2.0,0,489.0836824234207,123,47.0081355795363,607.1203099877276,182,30.93109575901688,142.6924017340831,56,7.044472698807652,0,9,0.0730448114821493,0
1.0,3.0,0,609.4946354142985,193,35.38096553424142,249.6256360454777,158,18.477375131963093,191.8517078122801,43,0.0,0,10,0.0228505929258612,0
2.0,3.0,134,1151.7858538640542,26,52.43995698290363,575.510512493282,239,29.29626769523737,112.23815984529024,38,0.0,9,7,0.4331727908034237,0
1.0,2.0,106,575.8797428288133,176,57.49919680348052,129.77795219233803,123,29.71022038263488,208.4898928028327,82,13.01239650524342,13,10,0.8845278662684745,0
