total_day_minutes,n_sms,total_eve_minutes,total_eve_calls,customer_service_rating,customer_happiness,customer_service_calls,churn
645.9761635981461,65,942.0394579279782,205,8,0.0630292546822013,20,0
1100.8369047936003,556,614.8563755266202,175,7,0.3931872400260103,0,0
873.6033710566064,426,696.3640779795228,93,9,0.4074404514252392,72,1
1802.244471546968,491,1017.5423937294756,150,9,0.4147104076820941,6,0
1533.891979069223,0,575.6386149270359,162,9,0.4211135413134681,0,0
504.79940665747006,336,842.351050128331,174,6,0.6372318960837668,0,0
389.9230408015984,233,731.8992161591505,235,8,0.4902726172793648,0,0
92.8101902734196,111,481.9634878898496,98,6,0.2019314788414568,6,0
925.5071496155844,244,586.752112685093,207,9,0.8911784305328352,1,0
864.533303627019,112,854.4670118896166,138,10,0.0857099262963222,26,0
1468.7252897567969,506,624.0023682016587,140,9,0.1732223586840265,24,0
1424.9981155791022,0,539.6719031765167,122,8,0.7165678836652968,0,0
653.574605651546,470,807.9604513792626,31,8,0.7414632726762473,45,0
531.6272636070728,331,693.4245102186927,56,3,0.5150487107829272,11,1
1022.4286371756518,518,135.521312150425,157,9,0.2560574802562827,0,0
603.4203153098973,373,794.8038668364286,188,5,0.0352009787069023,0,0
638.3922519290854,103,692.482260705643,114,7,0.1631835447686221,0,0
538.4085444210092,327,608.8463282727108,84,8,0.2860481623221321,0,0
813.7895973058663,135,1067.7388019268235,125,9,0.3909982745376766,0,0
639.412771480123,279,759.9571421686204,144,6,0.1952578184299962,0,0
934.6466439362218,444,0.0,163,7,0.5476215240652013,0,0
751.0155468841059,310,590.1827783466928,54,7,0.2783501884251148,15,0
1064.4339168011743,224,909.0474847143976,127,3,0.3829034978557,4,0
481.2868528712476,218,659.3813775025867,114,7,0.6796745437631972,16,0
1332.8404461223242,298,686.1219357781939,235,5,0.4594947319534146,0,0
1465.382226907285,0,419.6402077004868,67,10,0.981196965154126,0,0
549.3374243792588,342,546.6316778924312,170,6,0.6546548239823532,0,0
987.6554204010748,22,879.2426094746714,124,8,0.5517135820757278,26,0
1324.2257731788536,643,429.5599310130444,167,8,0.0504741412874248,44,0
733.953659905342,641,660.0131860907944,90,10,0.4973930643264503,0,0
1118.8538153961572,123,446.7042796521866,198,6,0.2497674807208907,0,0
760.9436069231094,288,449.1918242764982,207,10,0.9438183615521138,20,0
437.0058436721368,55,648.3196770892846,0,7,0.0787987063298414,0,0
678.3349125677582,536,548.6283746038824,145,10,0.6924350803823434,0,0
1342.3773735062352,0,765.5410401930814,97,9,0.3516480752133057,0,0
8.374701902911017,388,748.1090823014297,22,9,0.2094719146741256,0,0
372.5238958716758,474,559.0103645694913,145,7,0.6718488359351129,0,0
1351.2209359891851,287,442.5414168361253,154,6,0.9268768660983446,0,0
707.871075255935,439,407.64633304524654,145,8,0.4076815447450965,0,0
807.6320416252638,269,622.3541244299645,173,6,0.0226213454601766,0,0
1185.2981260777606,344,751.212334371067,98,9,0.667497950413514,20,0
852.0574239119485,174,611.2757732753352,105,6,0.0897273486231241,34,0
745.7354796809775,59,385.510285046333,171,8,0.791672578066631,33,0
715.6099420341906,351,643.7776458886649,118,8,0.4657167268441829,40,0
533.9339201417592,46,557.8404302499874,147,8,0.2686153877874595,0,0
1579.666958058407,384,668.9844876607483,119,6,0.4742936894316177,6,0
917.5898569987604,77,891.5104313432392,174,9,0.0451092931970016,11,1
575.3649314312759,306,678.0586350274635,195,10,0.8970889376815059,23,0
863.2274418368179,0,657.9961352836231,161,6,0.9928621177511796,0,0
553.4226669254335,482,783.8942459915605,153,0,0.2702421027807056,13,1
1331.6320249170228,448,633.2153194081235,191,7,0.1235040149644608,0,0
785.092598845975,266,855.5325355415479,64,8,0.8405635087217292,0,0
626.4275182323657,112,590.8368355137266,221,7,0.7835684994003026,7,0
1358.0531033777206,442,557.4757562808427,148,10,0.5463524204258781,0,0
1158.9815861357883,153,699.7294086507334,158,5,0.3781032091984675,3,0
1280.5544364275531,456,666.8798960025679,120,7,0.9229658044021312,0,0
914.7630014590532,305,786.5911385819718,116,5,0.4462330948032303,0,0
904.0990475220528,452,864.4553006658135,163,8,0.6131625095213746,0,0
1298.6883993448637,787,422.8836473253333,109,3,0.4980789839876345,0,0
753.956173735898,594,669.4912773431603,176,6,0.3577251807391487,0,0
663.538768456548,366,594.0664352165164,205,9,0.5890562598521972,2,0
460.7760357543924,33,547.9198367710227,139,6,0.1419116215058238,31,0
868.3301730885344,0,665.7378934606313,53,8,0.2238433942439911,10,0
1121.211357523949,573,768.7527646814584,57,4,0.4507172072488442,60,1
1159.6350329089362,237,485.7953834675676,96,8,0.7448227278924562,22,0
1324.3827202121356,662,775.840188753416,170,8,0.8067562341524933,5,0
1255.3474692056968,492,900.2558024468841,144,9,0.8625201461277456,11,0
508.5592568867815,365,604.178400524481,219,8,0.1175207713772775,0,0
1309.0786584466628,0,661.4070465438153,180,8,0.229349657304021,72,1
1152.1995764140413,141,691.1452626494415,137,8,0.9078073154608544,14,0
356.7353410967448,177,342.6927296754453,102,10,0.7455608480390055,9,0
1284.5674821585144,0,179.0938893957049,167,6,0.473350616195284,0,0
453.1926776424365,580,788.4496573341693,87,6,0.198917317732759,0,0
714.1550280228322,422,739.8112691473824,162,9,0.0629294090433714,77,1
873.0440716099472,392,595.8978544705305,164,8,0.8142385296666234,0,0
0.0,521,696.1579601378029,162,6,0.9062323747500076,0,0
1152.740298927608,272,468.4887392087517,102,7,0.849482934270717,0,0
784.336543836832,150,782.513765534851,289,7,0.7802473038082417,71,1
495.3382005813492,231,828.329449526499,57,10,0.6194308870894576,0,0
919.030518669324,254,333.9180830635136,129,9,0.215060016077124,0,0
839.1773329762029,426,695.7103124577005,77,9,0.3282022987279113,24,0
1379.9904925176522,498,762.6068326702766,113,10,0.7208993234413479,0,0
1942.7839572642813,466,644.1656264171576,154,8,0.9763787905207176,0,0
985.035640706348,20,846.4634246995511,45,8,0.1427178593877578,0,0
1079.0770106486814,323,464.9053575041252,228,7,0.8759403122153849,0,0
880.1219289881848,341,595.2637885487603,214,6,0.2235245892481364,0,0
1083.315126095205,672,741.5870108192892,254,8,0.329314652125768,0,0
666.7828866757071,214,428.7128786207858,136,7,0.2869158380502026,0,0
260.411403406897,641,681.7480282015997,101,5,0.2262679404765607,0,0
994.8452485187506,508,775.7947826881356,161,6,0.382736709297017,0,0
1322.3387021844385,495,648.4109880572815,182,4,0.5105657749115031,0,0
553.7202794230845,0,817.4570766527028,161,5,0.9206702252508064,24,0
325.3680181970752,316,584.6646117511345,222,7,0.2057203578505534,28,0
1238.187511178763,15,695.7838662213073,169,6,0.8814169119691477,23,0
802.1567124805591,29,465.13014453366856,188,7,0.5648878900434027,0,0
567.5699955377268,527,501.62905648421696,197,4,0.939991848817248,0,0
629.5422410038018,79,534.1355267795634,165,9,0.0478846407221617,27,1
648.2567612313155,39,956.0785025519252,149,9,0.1770601008190917,0,0
1080.1071344606662,407,461.1805266139203,111,7,0.5192707644110464,0,0
1064.18154706214,177,897.1645062204434,165,3,0.9387892743181164,2,0
1475.9939416244797,176,752.5652285597725,240,7,0.8861312601459702,50,0
1546.9606591242375,534,809.3695489675903,221,8,0.3130393672771896,7,0
1008.4743931591698,345,772.6109352618113,139,10,0.0266360865208478,0,0
852.6604428959264,280,662.5402239294372,186,10,0.4336909361692661,0,0
508.4233794112453,391,909.8871119269802,154,7,0.1937507569072883,0,0
1041.6602091088614,0,515.2892412469924,136,3,0.7476304337488499,0,0
1127.265858274673,139,1012.6926586327078,271,7,0.4248183314284,0,0
806.5314820968387,255,589.3855043781119,153,7,0.0703825530919807,0,0
1094.9851605415524,85,444.5959448317823,244,9,0.3255851792216929,14,0
887.7046797722512,537,778.946488595911,142,10,0.3099922571838559,0,0
764.07144789733,601,714.0651928059758,126,10,0.5559231037201783,22,0
1561.4022704806655,177,628.0593635816853,82,8,0.6547953444949386,22,0
676.5435974101006,374,741.8447610118991,209,6,0.0472228643008432,34,1
1076.3729848537444,179,826.6204328703076,165,6,0.2969817082761631,0,0
793.8556953295868,156,0.0,204,10,0.0022806081354665,5,1
841.0743214794735,243,844.6660348818585,94,6,0.7763817674940937,8,0
926.9809413236628,177,716.1662738327226,104,9,0.3364970292751602,0,0
371.55322687254767,281,806.0152549426697,79,8,0.7941031652896112,0,0
598.6926351584364,302,164.52865577577373,113,10,0.4809991229104425,22,0
896.1241174038582,256,912.1724913711964,178,10,0.2738037275579768,0,0
417.7036974716751,229,450.83344946348507,163,10,0.6416428306384002,0,0
85.41820661314966,69,673.9335516180311,183,4,0.6682060089319071,18,0
1369.9899355992673,145,752.6826701892966,206,8,0.2763784525769452,111,1
956.0722430878312,189,625.5663573404712,132,7,0.1716895565182929,0,0
1000.8377096911222,466,767.2752258868702,71,6,0.4595137249090619,71,1
1130.359309608291,457,455.6150778689902,113,9,0.9700027744007532,0,0
1365.413894179366,272,771.4127589235288,167,5,0.4935976105257396,0,0
1393.478007447681,489,603.1399920114169,19,6,0.486984564654891,1,0
899.1846064919573,584,576.2225988213868,225,10,0.1183401278747141,0,0
441.1909856026003,445,225.24583160440244,123,7,0.8856870181878119,6,0
997.6248059719557,155,784.2240168472275,156,8,0.3326187418237659,0,0
1561.8551274233128,0,841.9562494870268,262,5,0.8188160272391055,27,0
812.0427030663242,593,593.0613235049992,130,4,0.7423700151167018,21,0
1080.7530953775215,393,963.1273764843768,165,5,0.1841676663966927,2,0
1335.693845638611,140,318.3502323814194,37,5,0.2234499879487127,0,0
268.9934472549138,256,494.5234950099682,0,9,0.1199361814680887,0,0
1228.1567383230026,240,823.2301597826964,204,6,0.5179162666254382,19,0
733.068689929409,309,804.5315316328793,215,6,0.6620144624923542,0,0
261.0012377446681,490,144.6557101701247,140,4,0.198436396584239,0,0
1201.8236928343836,291,579.824716483894,169,7,0.5606112013367963,0,0
560.2364852804255,79,950.3119883486464,194,4,0.3922352699995651,0,0
1559.3129209517126,300,604.7489761580207,277,6,0.9846264633714868,12,0
779.9920000237571,413,844.1471050749448,114,9,0.9022002879185278,0,0
848.4853804157382,0,423.5572663433356,104,9,0.8896167264211179,43,0
625.6678496205354,162,649.2658420568569,102,5,0.0993857578210853,3,0
1056.4322156319245,292,598.1787548900816,164,6,0.5165960532955781,0,0
1313.2354141086369,571,892.7581813003782,224,7,0.3891423223116873,0,0
954.7946487056606,376,848.7966399499829,0,7,0.805697303739865,0,0
860.4711313879685,443,666.660393505578,91,10,0.019544615596431,0,0
1021.8806870919808,208,695.165731179339,226,6,0.9006860677098883,0,0
1382.9451141854877,254,343.6467897377196,232,9,0.608820586855209,23,0
565.1741076498079,175,589.4811319335481,130,7,0.9353815769719558,45,0
1048.614236796112,379,747.8204720769899,120,8,0.5535696892434424,22,0
1459.428371131411,530,345.6553663276684,43,7,0.1986809391750269,0,0
1196.668241035375,718,418.3115930495058,174,5,0.9843747258201332,0,0
1154.9792382621736,416,367.6481464938716,246,9,0.3582520176947776,0,0
1511.6526255394597,301,773.4193893314219,209,5,0.3917492804281077,48,1
476.8886563504984,133,693.7591808479424,138,9,0.3687367788696321,42,0
912.8456114582992,417,677.2261435279108,165,7,0.9701379135783988,0,0
522.713933722192,143,574.978339023867,119,8,0.9672498105172566,27,0
1029.3747197225346,644,488.8104628850053,154,9,0.2702536841466615,0,0
785.8045654712776,265,707.8129742128217,166,9,0.2803998980384709,10,0
850.5300227878155,198,771.4349910762505,228,8,0.2986597492573244,0,0
1023.2632847063384,181,1202.073665234194,194,8,0.3247831141329832,0,0
966.4914190262592,2,497.186761603725,161,5,0.7785788548133789,22,0
1281.125730823589,366,444.5774053078308,120,8,0.8191343493924944,0,0
926.396814486602,226,470.2972982892624,124,10,0.2271336045651807,1,0
980.5860623981656,578,489.08857187667473,92,9,0.3432366952348363,9,0
744.7620071466317,523,669.6888471170361,183,7,0.6254276365350855,0,0
943.4329752553376,195,604.8071326458032,116,7,0.7994173981127422,15,0
917.9477900947176,409,702.5247778066426,132,10,0.9656566496633108,16,0
1105.9691363637876,0,953.844373448214,91,5,0.546510822360201,0,0
132.37713641835245,0,726.6623646889535,47,8,0.3545114648667792,0,0
463.824967123713,366,218.3931838471276,132,6,0.5066691029253202,5,0
1004.0742507053144,428,532.1576531897146,100,8,0.0041552298507594,13,1
842.3841896409134,761,1057.8042773922932,178,6,0.2508140638903622,35,0
959.5646261977822,275,400.7777528927899,105,9,0.0302661091534651,62,1
487.3647235917184,63,254.50315164342388,201,7,0.2152471578871614,25,0
1229.129205260755,292,549.0247647958854,125,9,0.0762139416874256,0,0
0.0,227,579.0027431361779,120,6,0.4025575382967764,19,0
698.310290592246,333,567.6223012028366,165,6,0.8217425836079388,5,0
736.1655961294625,176,796.7582231742721,314,6,0.9280463931955312,21,0
1225.916146372033,316,586.1638713897499,179,7,0.7751453752771,10,0
1304.7243158686688,249,1040.0335137899017,49,10,0.7678035376370114,0,0
915.3441705019948,274,299.6706656264813,116,5,0.0022421340960943,25,1
942.9898685992648,239,1007.010985182638,205,4,0.5784657012348265,17,1
27.389918790077594,0,776.3928218717042,143,9,0.1697275276069703,24,0
673.8360969311485,374,920.2502012359034,158,8,0.6875879076335867,0,0
1350.4465264218682,440,497.2400067398494,177,9,0.7398352541329553,13,0
285.0044405785525,221,790.8968912722926,189,8,0.2663170135593182,0,0
1191.1263885298872,174,751.6868177847958,208,9,0.8074572666960935,0,0
971.6526279235992,228,401.061962124184,148,7,0.8447314665701191,0,0
1518.5195814927383,615,503.4437466281252,173,5,0.9493762914477156,0,0
698.476184959049,397,728.5758120800344,105,7,0.4149836326863982,15,0
1171.6949740266225,396,468.329597597506,84,6,0.3738056789815768,0,0
1404.8531675945155,267,774.0330727290577,188,8,0.629326273875169,9,0
1376.6902114539248,483,533.9546283889605,112,8,0.2108920118092025,4,0
926.1234325826204,169,799.9610228299911,77,10,0.2900066841166623,0,0
1252.915723228438,294,411.9691166921781,99,9,0.5641282335729689,30,0
284.1646839171866,316,367.99780457415966,117,8,0.7399932540059677,0,0
1398.0370581453542,201,601.6726047556732,167,7,0.8011910233887419,0,0
565.6188806794077,357,196.9537399340705,141,3,0.1413100276760098,23,1
1277.9219398307418,113,249.4699800470759,227,6,0.7685685576899156,0,0
588.814753181235,375,579.040099588739,133,7,0.0337308151769317,0,0
1047.7912173401762,197,829.6575181796889,129,7,0.821985594750134,0,0
964.6508639055332,384,909.1390172730326,159,7,0.5232613470668979,17,0
1085.4292711954515,306,612.3779058082173,94,10,0.0348127510984567,56,1
873.7035385044161,319,865.5120633949537,197,4,0.9141333924988804,68,0
917.3350950598468,487,419.0424344304951,241,9,0.5331391450264461,0,0
974.3771387845272,740,709.8980163472432,127,7,0.8214307864958034,4,0
17.099168126530646,0,162.49221202050998,228,8,0.1800986097540391,9,0
510.44968811917335,217,727.4476442628334,86,7,0.0701502947428737,0,0
1289.8500734273423,104,542.5133280794876,157,7,0.153776343016932,0,0
1260.4710232822806,241,329.8651266495791,187,7,0.4370733752436393,60,1
1181.2190941472843,336,988.9260758436196,181,9,0.7852508244398156,0,0
522.8131658646098,248,515.0847390685336,83,7,0.6169886367249432,36,0
1252.7086986575002,349,386.9834961299897,199,6,0.9414796995206764,0,0
217.96171660102124,176,627.5709064494802,197,6,0.6280923558561843,0,0
777.9671226702545,0,766.5483384873457,208,8,0.2081293425029342,18,0
812.9159529719723,487,47.591807712024384,116,9,0.206831228249503,3,0
1210.4040923929908,474,864.5857601858095,133,5,0.2031824120629004,0,0
1514.1401451662846,697,597.4712728522763,103,10,0.9600134795777976,34,0
821.9409984085427,75,570.7119327610628,131,9,0.1151813554463505,0,0
837.0115338714827,262,588.2147834381658,130,8,0.0724764227308464,6,0
657.9945708970953,467,707.8993053186791,130,3,0.3336509133448411,12,1
874.1252510415278,42,648.0317438997623,104,4,0.6708719235619585,0,0
1238.8275300959588,655,549.5645784025191,196,6,0.0004282800256222,1,1
624.737131388604,372,261.47321314017626,216,10,0.6009725262945701,0,0
645.0288514593353,420,465.1877034695749,179,7,0.4787750276596858,32,0
627.6541310274808,463,560.3505887968865,36,9,0.6582747170266716,0,0
630.1869282211203,464,729.6739374006893,57,7,0.4193686522104507,27,0
946.3354976658684,300,402.0825920208755,192,5,0.5345096674107683,0,0
1512.38346831226,0,628.8186815427193,130,10,0.5284667144398943,4,0
641.1191092410145,320,526.7983412176154,144,7,0.9642592504236446,0,0
884.7979417364071,335,407.3545427972584,214,8,0.5066765940458204,0,0
990.7042651415034,453,654.5019586048138,126,7,0.7577437349904191,0,0
302.0197074153948,158,698.6331504552284,82,9,0.9545483975531914,30,0
477.67813740378233,611,450.3338467762771,41,6,0.7305118982907552,18,0
773.2373307013409,809,478.6580939602667,130,7,0.9511374074230062,17,0
1025.8648651376527,0,369.8226848957122,133,8,0.4648232100619452,0,0
465.90432190917977,298,622.5153078750648,171,9,0.3243448936820124,0,0
1083.1615246239076,446,951.3516991189916,241,8,0.2808767114834366,3,0
198.7396674945816,375,554.2772674430406,192,7,0.8717243520085298,29,0
1569.409353646822,424,251.67403637225848,45,10,0.0912224211420676,20,0
537.329444018538,76,391.4607525476577,8,7,0.4226528271125899,25,0
1229.4570035605905,378,826.0563547010887,195,6,0.6591126901113734,0,0
1151.59442537956,374,782.3591575102962,163,5,0.0082969585028539,0,0
554.2054292378774,283,369.79774845097336,161,8,0.5767190754739746,0,0
1197.282796392674,276,500.4386369643132,302,7,0.2327177303154323,39,0
1006.8250135976904,627,354.9986134141937,170,4,0.2711409070398295,0,0
1693.0145931807938,159,666.9923334875613,202,7,0.7686307195383106,0,0
1225.9166322118058,277,578.3729465997199,91,4,0.8379880057078274,92,0
1411.1687378328709,141,725.675762624719,63,8,0.9929883495469664,0,0
601.9773917835032,639,612.5221429937112,155,7,0.3344397042732282,34,0
883.7883614253739,213,453.3190682905319,189,4,0.4776124861498644,2,0
537.9229401346203,329,534.6012040519063,114,9,0.7250574253951058,0,0
1149.0965213840398,260,910.4383118288488,159,7,0.3486215393107434,25,0
665.2435700561294,63,467.703327087993,198,7,0.1850903355270439,0,0
1191.571066800887,182,494.4028436782276,89,7,0.5682946441887892,0,0
909.4456422522816,609,268.3161502235672,226,10,0.9830702827627332,30,0
1005.781063724768,325,535.2913150030881,214,5,0.5557740468821575,27,1
1121.958738447926,250,482.2042304656045,117,7,0.1073999321741343,1,0
1320.2458860433417,550,937.303535938034,115,7,0.8697615075218216,47,0
1009.2193603307048,19,642.6651986534756,230,9,0.5681711049689978,0,0
1327.4611457888288,215,561.7306362865089,228,7,0.6784574713919872,0,0
559.482346373637,492,619.312005284922,227,6,0.1870866845130617,0,0
282.0890066425262,323,505.7895141719432,211,9,0.3712380814397867,63,1
669.5195727058751,349,506.7667077286038,102,9,0.099742236311311,6,0
114.74356667254432,15,763.5671699267245,224,5,0.8083345162884525,11,0
861.6940297598317,98,213.1043242492269,71,5,0.7781209210579045,11,0
673.8510122051259,269,814.7092085909363,95,5,0.342863746120806,0,0
657.9857431698425,328,0.0,256,10,0.0233183555540062,29,1
981.8592165633607,367,720.4381780544218,138,7,0.7076363071736007,0,0
2103.098406570647,422,806.9071346191183,10,7,0.9384571044000796,1,0
813.5530202904644,249,1179.3812304014598,177,7,0.5273406638803761,9,0
1042.0496715058666,297,592.7850214281275,108,6,0.6336126023314117,30,0
997.0478640263818,398,451.3204683228402,161,6,0.8665436816604828,20,0
1437.668640180862,694,703.4317786706687,278,8,0.2244511531260076,0,0
1000.60080862242,329,786.6350445835567,58,8,0.2043059029557998,1,0
601.4859795901375,795,116.86773986992746,109,9,0.2636499256945014,0,0
1324.53279493906,407,799.8633215384754,114,9,0.0873207665197606,0,0
951.3324732355562,503,674.5931092028576,123,7,0.1834286089612344,0,0
1456.8787189057457,523,616.242563231068,202,9,0.6634548365423484,51,1
711.355481653332,184,522.0874700728668,237,8,0.4973320723552694,0,0
1700.2589210244623,275,586.9228311392214,233,10,0.5673473015327185,48,0
553.1516955414711,407,591.0827074228243,171,10,0.3310013217746532,0,0
607.1010716377624,363,757.6229907408983,78,4,0.750670600711586,0,0
1365.9910205096285,724,681.6433010173874,140,8,0.2982344467545248,14,0
262.02292195722833,423,789.4066307542946,98,7,0.995928406927076,0,0
759.9147566435443,249,497.25502293341606,149,5,0.431304484732312,53,1
1035.0351671977432,445,599.2896760527441,246,9,0.9884441387628294,0,0
1604.1516342810887,18,775.7362680982235,103,8,0.9396626284559092,0,0
1203.798680350963,0,91.65033928544298,215,5,0.1912317834946475,0,0
1760.5536971570282,318,427.5368908308143,296,6,0.6280660681460093,0,0
462.0164566292608,440,621.0255670669696,137,9,0.7126979631003313,28,0
1061.073333195049,203,533.3027432210858,209,4,0.6173497664790231,44,0
889.7832479105501,0,538.8675105982375,93,6,0.7878902048771437,0,0
87.07657202067725,186,792.301005543294,145,10,0.6205077285686729,0,0
1033.069100946013,149,703.1681409485699,193,8,0.4938927880555189,31,0
1066.7443476662213,335,557.3468451873002,172,5,0.4717553208609045,28,1
1263.9424184425334,317,487.5950910530797,148,10,0.5496029210594018,0,0
782.2058249642542,435,773.2966613280275,53,8,0.1038670721701396,39,0
783.1527449277253,377,551.2150765249748,137,8,0.3957019067461425,17,0
330.68642985404887,432,226.60053792848737,168,8,0.088314723315259,0,0
617.3187142994359,333,434.1277233310316,111,3,0.3739273348641714,17,1
535.9521179425187,228,741.9163664783086,0,10,0.9336009947703848,20,0
816.9013964281285,400,829.9608913028371,159,5,0.4829026254938007,0,0
336.5214054226658,317,250.30364445771573,0,6,0.9205823297721876,5,0
760.1224417080871,201,413.91905814943976,230,7,0.3101943307212399,0,0
697.8395034406972,236,998.5521544959716,91,9,0.5012003118823972,0,0
1202.4805758768728,154,242.80677661718892,160,10,0.0710750525148725,0,0
668.1905792299119,130,409.8172887175744,164,9,0.0427979440708324,13,1
966.9399639703198,453,692.7860388254247,108,5,0.9158507187179812,0,0
547.0800234511331,215,675.4757894533169,140,7,0.3337337491249823,0,0
450.507417483694,409,644.3432420602553,228,7,0.5052575434012743,8,0
569.7153647546254,0,968.3936992348272,62,10,0.0552597604692216,24,0
393.6766113581879,593,536.7881209044467,116,6,0.285722233542003,0,0
945.1409909139217,469,207.57011705882505,129,9,0.3030536058525938,18,0
787.8103770309214,385,639.2021274051543,75,5,0.9985277006116428,37,0
1105.6728847251916,393,521.3591097511891,231,10,0.5481919947668458,24,0
1080.9345786269023,94,504.2325893818057,136,2,0.3423745191831805,0,0
762.315832239803,184,337.9402014540024,157,9,0.6694795173725031,0,0
721.9620748445348,390,811.9533363527248,244,4,0.5952972659216359,1,0
735.7011228865798,500,485.8432351454738,136,9,0.8297690190965108,2,0
1055.917674475632,436,574.4191206166586,30,6,0.4950022833292946,0,0
136.72535207826178,443,664.3278131690051,114,7,0.5000837831564259,0,0
801.2341405066659,326,363.1338412551511,102,7,0.2589976422954296,0,0
195.63280351554428,251,801.8107256509004,228,4,0.2745115073511682,52,1
1138.433947964474,235,613.3392530697669,97,5,0.4914515756777163,0,0
208.61510944942185,224,555.3098579739233,240,6,0.8088263719840914,0,0
789.4847724352268,474,258.5367339665676,38,8,0.8322311975927615,13,0
925.55971309136,310,787.6553294961398,175,7,0.8733068063564519,0,0
1257.2944539445227,404,614.4346729173782,125,5,0.3049035773728259,53,1
444.048838097938,334,634.8741464065678,168,5,0.3829419623562816,26,1
1536.0706147559258,874,833.293239883494,61,6,0.6338333748120651,3,0
1259.1183986894075,530,786.2458919112231,232,8,0.4802502260539886,64,1
566.5777866749255,507,298.7880074775281,221,8,0.6268329754156389,22,0
789.4216404502545,129,507.7618185579835,212,9,0.0251901914632501,20,1
